Customer_ID,Age,Gender,Region,Marketing_Channel,Annual_Income,Loan_Amount,Credit_Score,Employment_Length_Years,Number_of_Dependents,Previous_Defaults,Existing_Debt,Customer_Feedback,Loan_Default
CUST00038,18,Female,West,Email,54574.91,9773.27,642.0,0.0,1,0,17343.3,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00039,24,Male,Central,Online,114727.11,18770.49,741.0,4.1,0,0,21360.68,Smooth application and approval. Rates are competitive and fair.,0
CUST00040,42,Female,West,Branch,61101.88,23562.31,711.0,1.7,0,3,11106.41,Great experience! Easy application process and reasonable interest rates.,0
CUST00041,48,Male,Central,Online,69376.29,28585.93,633.0,7.8,2,0,18220.98,Fair service. The loan helps but the terms could be better.,0
CUST00042,42,Male,East,Online,66723.16,30409.03,770.0,9.1,0,0,,Efficient process from application to disbursement. Would use again.,0
CUST00043,38,Female,East,Online,187537.55,18439.14,620.0,5.3,0,1,7635.48,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00044,36,Female,South,Online,50060.94,10514.82,748.0,0.3,0,1,39218.11,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00045,22,Male,North,Social_Media,49682.3,11713.74,622.0,8.5,1,0,22419.24,The process was okay. Interest rate is a bit high but manageable.,0
CUST00046,31,Female,East,Online,72979.2,7086.76,654.0,14.8,0,0,8723.18,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00047,34,Male,South,Phone,67542.39,15534.79,666.0,10.2,3,0,7260.74,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00048,52,Female,Central,Email,91397.09422822302,9661.7,707.0,14.2,1,1,39073.98,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00049,44,Male,East,Phone,70386.06,16149.99,486.0,1.8,0,1,26579.15,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00050,18,Male,East,Online,73858.43,27207.09,716.0,17.6,0,0,12427.95,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00051,43,Female,South,Email,58519.44,10641.23,671.0,3.1,2,0,9591.99,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00052,35,Female,North,Phone,68563.98,22796.29,702.0,0.1,2,1,8752.39,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00053,31,Male,North,Email,52020.9,18325.0,720.0,14.8,3,2,,The online portal makes managing payments very convenient. No issues so far.,0
CUST00054,47,Female,East,Email,44323.31,58776.22908277947,711.0,22.8,0,1,12838.72,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00055,52,Female,North,Social_Media,60905.44,30073.04,519.0,8.5,0,0,15500.35,Reasonable experience given my credit score. Making it work.,0
CUST00056,51,Male,West,Phone,46986.49,17674.16,595.0,2.1,4,0,6367.84,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00057,29,Female,Central,Branch,41117.62,21695.49,706.0,2.3,3,0,8453.98,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00058,36,Male,Central,Phone,32819.02,18366.52,695.0,,0,0,11530.36,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00059,43,Female,West,Online,80798.2,16433.41,616.0,18.2,2,1,48837.0,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00060,51,Female,North,Email,60044.25,14259.31,,1.3,3,0,16709.27,Smooth application and approval. Rates are competitive and fair.,0
CUST00061,34,Female,Central,Online,115041.19,28462.98,659.0,14.0,1,1,4490.58,Average experience. No major complaints but nothing exceptional either.,0
CUST00062,37,Male,Central,Branch,62168.48,44957.99,750.0,2.8,1,0,6640.36,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00063,26,Male,North,Email,80625.49,41817.91,776.0,13.2,2,1,38760.32,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00064,25,Male,West,Phone,55156.2,23717.107972024,702.0,20.2,2,0,,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00065,49,Male,South,Branch,71996.06,44465.07,724.0,4.5,0,0,10412.76,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00066,56,Male,West,Branch,32900.57,12491.39,631.0,3.6,0,0,19470.55,Fair service. The loan helps but the terms could be better.,0
CUST00067,39,Female,Central,Email,60522.77,23567.63,,13.0,0,0,17956.82,Great experience! Easy application process and reasonable interest rates.,0
CUST00068,52,Male,North,Branch,50190.16,26053.75,697.0,6.0,2,2,13821.7,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00069,44,Male,Central,Email,109637.92,8908.6,656.0,9.2,1,0,7334.7,Average experience. No major complaints but nothing exceptional either.,0
CUST00070,32,Female,West,Online,78364.98,19512.12,,,0,0,2906.11,Fair service. The loan helps but the terms could be better.,0
CUST00071,44,Male,Central,Email,102674.0,46115.14,641.0,,1,1,24729.48,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00072,58,Female,East,Email,120889.48,6299.1,591.0,14.9,2,1,18244.78,The process was okay. Interest rate is a bit high but manageable.,0
CUST00073,39,Male,Central,Online,58456.47,76454.33,740.0,1.7,0,0,7432.87,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00074,58,Female,North,Branch,76910.62,6970.54,777.0,21.5,3,1,,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00075,18,Male,South,Online,,25668.49,753.0,2.3,3,0,37791.63,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00076,49,Male,North,Email,85990.85,9111.74,850.0,10.6,4,0,16318.25,The online portal makes managing payments very convenient. No issues so far.,0
CUST00077,41,Female,Central,Branch,91556.85,28094.61,,2.7,0,0,13453.43,The application was straightforward. Managing the payments adequately.,0
CUST00078,36,Male,West,Phone,83411.78,40730.95,727.0,3.1,0,0,3752.81,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00079,41,Female,Central,Online,58429.1,34379.74,585.0,3.0,2,0,12092.48,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00080,18,Male,Central,Online,155438.88,37746.65,664.0,11.0,2,0,5891.26,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00081,37,Male,North,Online,73773.83,18414.19,561.0,6.5,0,0,12599.19,Okay service. Some months are challenging but keeping up with payments.,0
CUST00082,44,Female,South,Branch,200000.0,45923.84,725.0,17.2,1,1,27235.26,Efficient process from application to disbursement. Would use again.,0
CUST00083,57,Male,North,Phone,45397.91,66116.23,651.0,2.9,1,0,21278.6,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00084,33,Female,North,Email,95435.99,22873.55,515.0,,3,3,29830.37,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00085,30,Other,South,Phone,111135.56,17221.69,625.0,11.2,1,1,11349.89,Average experience. No major complaints but nothing exceptional either.,0
CUST00086,33,Female,East,Branch,45743.98,13487.58,823.0,1.3,1,0,4749.59,Efficient process from application to disbursement. Would use again.,0
CUST00087,50,Female,South,Social_Media,65373.98,33075.06,,4.1,2,0,10995.47,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00088,43,Male,North,Email,39468.07,38818.9,741.0,5.3,0,0,16367.36,Great experience! Easy application process and reasonable interest rates.,0
CUST00089,33,Male,North,Social_Media,123039.48,17226.09,690.0,3.5,2,1,30694.76,The process was okay. Interest rate is a bit high but manageable.,0
CUST00090,46,Male,North,Branch,70071.07,51963.94,665.0,3.1,1,0,24123.72,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00091,41,Female,Central,Online,50279.69,31451.86,681.0,9.3,1,0,3212.1,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00092,51,Other,West,Online,111796.52,53486.468556264525,699.0,1.9,2,1,16011.02,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00093,31,Male,Central,Email,72899.98,26162.66,592.0,9.9,1,0,27068.25,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00094,36,Female,East,Online,104819.3,11889.73,741.0,21.9,1,0,32114.66,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00095,35,Male,South,Branch,88409.94,32852.1,769.0,6.7,0,0,28466.7,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00096,22,Female,West,Branch,47600.62,12320.66,664.0,7.6,0,1,8108.76,Fair service. The loan helps but the terms could be better.,0
CUST00097,43,Male,South,Phone,57606.47,15968.79,,0.6,1,1,8442.61,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00098,43,Other,South,Phone,50837.31,20743.66,620.0,,3,0,41676.34,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00099,40,Female,South,Online,44211.87,59889.7,820.0,2.7,0,0,9871.82,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00100,37,Male,North,Branch,35889.55,24934.41,643.0,7.6,2,1,37436.11,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00101,23,Male,South,Phone,170416.56,12998.16,732.0,30.9,2,1,6698.67,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00102,34,Male,South,Social_Media,82734.51,26220.66,664.0,7.2,3,1,12588.81,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00103,35,Male,West,Email,,30341.43,,10.3,2,0,2019.93,Average experience. No major complaints but nothing exceptional either.,0
CUST00104,30,Male,North,Social_Media,117543.56,42659.17,618.0,4.7,1,1,11943.72,The process was okay. Interest rate is a bit high but manageable.,0
CUST00105,38,Female,North,Email,57365.55,21355.09,602.0,0.5,0,0,7212.55,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00106,44,Female,West,Phone,,14100.32,739.0,12.8,1,0,21381.03,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00107,62,Female,North,Online,,69570.01,600.0,0.3,2,0,,Okay service. Some months are challenging but keeping up with payments.,0
CUST00108,42,Male,South,Phone,42962.78,26254.6,717.0,9.6,0,0,18708.48,Great experience! Easy application process and reasonable interest rates.,0
CUST00109,43,Female,Central,Phone,99571.41,13042.94,687.0,0.2,4,1,7506.1,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00110,39,Female,North,Phone,38280.6,21243.94,740.0,15.9,2,0,29919.1,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00111,18,Male,North,Branch,41808.64,15973.46,631.0,1.4,2,1,14248.9,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00112,39,Female,East,Branch,55016.09,44205.41,766.0,5.8,3,0,22573.21,The online portal makes managing payments very convenient. No issues so far.,0
CUST00113,40,Female,South,Branch,97883.49,30169.75,668.0,7.3,1,0,28570.38,The process was okay. Interest rate is a bit high but manageable.,0
CUST00114,69,Male,East,Branch,145596.74,17945.4,850.0,4.9,3,0,15423.97,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00115,37,Male,West,Online,88099.53,38832.76,550.0,3.3,0,0,4337.48,Okay service. Some months are challenging but keeping up with payments.,0
CUST00116,43,Female,North,Email,55909.91,20243.15,850.0,5.0,5,0,16710.84,The online portal makes managing payments very convenient. No issues so far.,0
CUST00117,39,Male,East,Online,108935.52,20955.97,669.0,3.0,1,0,12054.59,The application was straightforward. Managing the payments adequately.,0
CUST00118,25,Female,East,Online,37873.07,13882.28,697.0,4.6,2,0,6913.9,The application was straightforward. Managing the payments adequately.,0
CUST00119,53,Female,North,Branch,48614.24,13820.43,631.0,3.6,0,0,34787.56,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00120,49,Female,West,Phone,,66781.3,554.0,6.7,0,1,11083.22,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00121,49,Male,South,Branch,102153.4,37746.15,637.0,2.2,1,0,20411.67,Reasonable experience given my credit score. Making it work.,0
CUST00122,29,Male,East,Online,66804.41,7511.55,650.0,35.8,0,0,23783.89,Reasonable experience given my credit score. Making it work.,0
CUST00123,56,Female,North,Phone,63759.5,12159.5,694.0,5.6,1,0,16715.76,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00124,23,Female,East,Branch,65363.58,10843.82,769.0,1.7,2,2,10172.27,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00125,47,Male,South,Social_Media,117056.2,22452.06,695.0,5.2,0,0,3915.16,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00126,66,Female,Central,Social_Media,52187.38,16863.48,696.0,16.1,1,0,18563.71,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00127,28,Female,North,Branch,,49548.37,710.0,0.2,2,1,11156.61,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00128,33,Male,South,Branch,64922.0,17795.69,539.0,9.1,1,0,40974.58,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00129,41,Male,East,Email,124625.57,62682.07,546.0,6.4,4,0,8267.32,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00130,33,Female,West,Online,54632.43,20608.26,560.0,1.5,3,3,2082.8,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00131,21,Male,East,Branch,65275.41,70987.26,650.0,13.6,3,0,5394.2,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00132,40,Male,West,Branch,37655.21,19188.58,530.0,3.7,0,0,28433.61,The loan amount was more than I could handle. I'm having financial difficulties now.,1
CUST00133,27,Male,West,Social_Media,66449.97,19411.14,624.0,2.8,1,0,24285.92,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00134,45,Male,Central,Online,80963.07,37249.05,570.0,14.1,1,1,34601.42,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00135,28,Female,South,Phone,42987.61,34070.0,719.0,,3,0,12198.33,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00136,58,Female,East,Email,117157.78,9926.07,715.0,18.3,3,0,22254.41,Efficient process from application to disbursement. Would use again.,0
CUST00137,30,Male,Central,Branch,80500.87,22773.07,655.0,8.0,2,0,16159.71,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00138,36,Female,Central,Online,,16773.4,,10.8,6,1,8763.38,Reasonable experience given my credit score. Making it work.,0
CUST00139,49,Female,Central,Social_Media,80767.67,16115.69,661.0,14.5,1,0,14178.47,The application was straightforward. Managing the payments adequately.,0
CUST00140,25,Female,South,Branch,90422.68,22708.14,,,0,0,10574.31,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00141,42,Male,North,Phone,34206.11,18216.5,,12.0,0,0,33325.6,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00142,55,Male,East,Online,82144.95,24142.76,820.0,7.6,0,0,8714.69,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00143,20,Other,West,Branch,122570.78,11863.54,769.0,0.6,2,1,36524.26,The online portal makes managing payments very convenient. No issues so far.,0
CUST00144,42,Female,East,Branch,,8818.76,693.0,5.7,4,0,8281.27,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00145,43,Male,East,Online,58667.06,38108.9,657.0,0.7,1,1,10580.26,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00146,49,Male,Central,Online,62778.88,41671.6,620.0,10.7,0,0,14670.75,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00147,25,Male,South,Email,225887.6379442652,36700.92,788.0,6.3,2,1,7987.0,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00148,24,Female,Central,Online,45788.12,22113.85,693.0,24.6,0,0,14579.03,Having trouble keeping up with payments. Wish I had better understood the terms.,1
CUST00149,46,Female,South,Online,88561.38,17411.18,730.0,1.6,0,0,16013.43,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00150,43,Female,South,Branch,63279.79,14890.36,632.0,,1,2,32185.16,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00151,43,Male,East,Email,148866.22,13366.73,580.0,1.9,1,3,,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00152,44,Female,West,Online,64852.36,20621.68,647.0,7.6,1,0,8341.43,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00153,31,Female,North,Phone,28905.95,41058.73,655.0,10.3,1,0,39600.69,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00154,42,Male,North,Online,95995.32,14187.49,695.0,10.2,3,0,10409.33,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00155,43,Female,Central,Online,86559.46,41101.05,621.0,13.5,1,1,10407.37,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00156,31,Other,North,Online,78995.48,9036.87,681.0,15.4,1,0,7920.06,Okay service. Some months are challenging but keeping up with payments.,0
CUST00157,62,Male,East,Email,121010.4,24890.28,774.0,,2,0,21927.79,Great experience! Easy application process and reasonable interest rates.,0
CUST00158,45,Female,East,Online,35816.67,28022.48,546.0,3.4,1,0,,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00159,25,Male,East,Online,48901.23,15805.12,510.0,9.3,1,2,17945.75,Not satisfied with the support provided when I started having payment difficulties.,1
CUST00160,47,Female,West,Branch,71836.67,11451.12,779.0,5.5,1,0,43409.65,Efficient process from application to disbursement. Would use again.,0
CUST00161,28,Female,South,Email,77147.34,35150.18,562.0,1.7,0,0,2825.56,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00162,49,Female,East,Online,67358.25,22213.41,649.0,6.4,2,0,,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00163,53,Female,South,Branch,37852.78,84138.04,728.0,4.2,0,0,5131.29,Very satisfied with the service. Payment schedule works well for my budget.,0
CUST00164,30,Male,West,Online,134193.76058963107,89625.28206464738,675.0,4.0,2,0,18703.76,The application was straightforward. Managing the payments adequately.,0
CUST00165,51,Female,North,Branch,143879.17,41631.48,,13.3,1,1,17619.04,Fair service. The loan helps but the terms could be better.,0
CUST00166,44,Female,East,Phone,44944.7,5924.2,685.0,4.2,2,1,23141.76,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00167,49,Male,North,Phone,71147.23,14347.98,850.0,0.2,0,0,9406.42,Excellent customer support throughout the loan process. Highly recommend!,0
CUST00168,62,Female,South,Branch,88708.88,10745.05,,0.5,2,1,9789.72,Struggling financially and the bank has been inflexible with payment arrangements.,1
CUST00169,37,Female,North,Branch,101322.07,6943.46,624.0,15.5,3,0,,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00170,30,Male,North,Online,95787.27,21176.79,764.0,25.9,2,0,9340.35,Helpful staff answered all my questions. Feel confident about this loan.,0
CUST00171,29,Female,Central,Branch,57128.38,34628.95,720.0,9.3,0,3,25443.21,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00172,30,Female,South,Online,48818.35,12066.53,678.0,3.6,1,0,1468.99,Reasonable experience given my credit score. Making it work.,0
CUST00173,39,Male,Central,Email,149435.45,7097.65,607.0,22.3,0,0,16864.41,Average experience. No major complaints but nothing exceptional either.,0
CUST00174,44,Other,Central,Social_Media,105843.48,12623.64,716.0,8.7,2,3,,Great experience! Easy application process and reasonable interest rates.,0
CUST00175,43,Male,East,Social_Media,74094.5,19688.22,655.0,14.9,3,0,12214.42,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00176,49,Male,North,Email,283643.95751490747,18844.27,649.0,11.6,1,1,33061.09,Average experience. No major complaints but nothing exceptional either.,0
CUST00177,40,Male,South,Phone,37616.36,21803.18,618.0,3.8,1,2,9662.73,I'm struggling to make payments. The interest rate is too high for my current situation.,1
CUST00178,57,Female,West,Email,40608.98,27677.56,759.0,5.2,1,0,16409.35,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00179,36,Female,South,Online,29138.46,21486.92,618.0,1.6,4,0,27174.76,Service is adequate. Would prefer lower interest but it's acceptable.,0
CUST00180,72,Male,North,Phone,76763.71,35785.09,619.0,2.8,1,0,5641.65,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00181,47,Male,East,Branch,78361.02,12190.42,742.0,,1,0,28742.99,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00182,29,Female,Central,Branch,39247.86,18384.77,668.0,,0,0,17796.53,Very disappointed with the loan terms. Finding it difficult to manage monthly payments.,1
CUST00183,27,Male,West,Email,104099.65,30417.53,670.0,10.3,1,1,7650.92,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00184,45,Female,North,Online,32323.75,25566.78,,5.0,1,0,13720.1,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00185,37,Female,West,Branch,84167.14,58284.78,785.0,0.7,2,0,7128.04,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00186,48,Female,South,Social_Media,92758.47,12474.08,509.0,0.5,0,0,,Reasonable experience given my credit score. Making it work.,0
CUST00187,45,Other,North,Online,76364.1,56971.47302359862,669.0,3.8,1,0,11488.17,Process was fine. The loan serves its purpose even if terms aren't ideal.,0
CUST00188,39,Male,Central,Branch,37321.4,14784.23,567.0,5.0,1,1,10444.38,I regret taking this loan. The repayment schedule doesn't work with my income.,1
CUST00189,29,Other,South,Social_Media,120412.04,13871.8,649.0,7.5,0,0,21384.29,Okay service. Some months are challenging but keeping up with payments.,0
CUST00190,21,Female,South,Phone,57918.9,39953.91,679.0,0.1,1,1,12011.88,The loan approval process didn't adequately assess my repayment capacity.,1
CUST00191,34,Female,North,Branch,57995.85,21343.59,651.0,36.6,2,0,14228.44,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00192,50,Male,Central,Online,53356.73,25308.89,597.0,3.6,2,0,13506.63,Customer service has been unhelpful with my payment issues. Very stressful experience.,1
CUST00193,42,Female,West,Branch,97277.24,15443.39,593.0,15.1,2,0,1965.09,Service is acceptable. Making payments on time but it's tight some months.,0
CUST00194,25,Male,West,Email,56791.2,15965.92,738.0,6.1,1,0,4280.93,Good experience overall. The interest rate is reasonable for my credit profile.,0
CUST00195,42,Male,West,Phone,43348.86,8737.9,802.0,1.1,3,0,8430.16,Quick approval process and transparent about all fees. Very satisfied.,0
CUST00196,44,Male,North,Branch,109651.9,24129.81,515.0,12.8,3,0,8913.57,The application was straightforward. Managing the payments adequately.,0
CUST00197,29,Female,East,Online,70413.76,11550.88,653.0,9.9,1,1,1759.8,Average experience. No major complaints but nothing exceptional either.,0
CUST00198,41,Female,South,Online,111414.76,19903.34,738.0,6.0,0,0,14212.23,Financial burden is overwhelming. The loan has become a significant source of stress.,1
CUST00199,40,Female,North,Social_Media,72679.6,35762.01,,5.8,1,1,12714.34,Decent experience. Wish the rates were lower but understand my credit situation.,0
CUST00200,26,Female,East,Branch,51902.98,7675.33,590.0,0.7,0,0,15397.01,Average experience. No major complaints but nothing exceptional either.,0
